pack_item_id,item_title,item_type,source_path,sha256,registered,register_status,claims_served,ship_flag,hold_reason,render_currency,caption_exists,notes
(unlisted) AUD1-0351,,raster,Output/rasters/MER/annual_max/mer_observation_support_class_WY2018_2019.tif,7c16628e67802bace9226ca48cec267d8b1b8582fd4588727d4dcfdf3152fe73,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0352,,raster,Output/rasters/MER/annual_max/mer_observation_support_class_WY2019_2020.tif,7c16628e67802bace9226ca48cec267d8b1b8582fd4588727d4dcfdf3152fe73,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0353,,raster,Output/rasters/MER/annual_max/mer_observation_support_class_WY2020_2021.tif,7c16628e67802bace9226ca48cec267d8b1b8582fd4588727d4dcfdf3152fe73,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0354,,raster,Output/rasters/MER/annual_max/mer_observation_support_class_WY2021_2022.tif,7c16628e67802bace9226ca48cec267d8b1b8582fd4588727d4dcfdf3152fe73,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0355,,raster,Output/rasters/MER/annual_max/mer_observation_support_class_WY2022_2023.tif,9755892aba2efc574c25d09566914fd504fadab7a10cd2a1bb36baedea25e8cf,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0356,,raster,Output/rasters/MER/annual_max/mer_observation_support_class_WY2023_2024.tif,7c16628e67802bace9226ca48cec267d8b1b8582fd4588727d4dcfdf3152fe73,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0357,,raster,Output/rasters/MER/annual_max/mer_observation_support_class_WY2024_2025.tif,7c16628e67802bace9226ca48cec267d8b1b8582fd4588727d4dcfdf3152fe73,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0358,,raster,Output/rasters/MER/annual_max/mer_valid_observation_count_WY2014_2015.tif,4bee7e2a20f696424340aae36e68180ffa685c6d69f0a28543a61e684e1cac31,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0359,,raster,Output/rasters/MER/annual_max/mer_valid_observation_count_WY2015_2016.tif,456e3d32b085d3b2b1371157173908a23d82583f1ecbeebf71802b296ad82d95,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0360,,raster,Output/rasters/MER/annual_max/mer_valid_observation_count_WY2016_2017.tif,1dabe448ced928ad8e426ac2b9858ef662bedda39903657954379fd6459707fe,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0361,,raster,Output/rasters/MER/annual_max/mer_valid_observation_count_WY2017_2018.tif,4bb765564e7bbfba8bae4312ed9e5fffb2b45967e8bf85f2e41b820b08f47248,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0362,,raster,Output/rasters/MER/annual_max/mer_valid_observation_count_WY2018_2019.tif,0ec2fc9d12795392455502c258f56664aca3e7cbe4d70203ddf166963d7afbea,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0363,,raster,Output/rasters/MER/annual_max/mer_valid_observation_count_WY2019_2020.tif,5460909919a1a166855388c12086d062bdd1b6871e144d8cabd06adb01274b20,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0364,,raster,Output/rasters/MER/annual_max/mer_valid_observation_count_WY2020_2021.tif,bed09a904853e8236cec240bdec70a96d6dbd57e2f4f5e8d0f965895cfea6efb,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0365,,raster,Output/rasters/MER/annual_max/mer_valid_observation_count_WY2021_2022.tif,e5e625f6dede3bd7190a78366b143077e1bf512f93dad4f1305294f41b30e071,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0366,,raster,Output/rasters/MER/annual_max/mer_valid_observation_count_WY2022_2023.tif,3e02a16520fb9e05d795232be56cc9a284e5cbe5d780ed2450298723efc6df54,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0367,,raster,Output/rasters/MER/annual_max/mer_valid_observation_count_WY2023_2024.tif,fda8648cdd4a59f04d38ff854d1b973002d175fd36df68d2bec4592b9f3d1af0,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0368,,raster,Output/rasters/MER/annual_max/mer_valid_observation_count_WY2024_2025.tif,fef1449dab798fa56317b5edfea7488dc8984ffa5ab9e254506a162efaf2ce10,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0369,,raster,Output/rasters/MER/annual_max/mer_wet_observation_count_WY2014_2015.tif,ab5dce9cedec1660e38b71ac9fcfccb481c202829a250e69d6d4e0a736c4f4b1,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0370,,raster,Output/rasters/MER/annual_max/mer_wet_observation_count_WY2015_2016.tif,5692eca2c9e8a955c91c8f2772ad307a4634a736ce5d289d231e58143d95fb3f,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0371,,raster,Output/rasters/MER/annual_max/mer_wet_observation_count_WY2016_2017.tif,c61be3380c46ef423dd97419e12ff48887a180665b522ca11b323d62263f8166,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0372,,raster,Output/rasters/MER/annual_max/mer_wet_observation_count_WY2017_2018.tif,c267f11e116c45bb789cbbf5ffa53706a08990393965dacae97b397dc94a68a2,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0373,,raster,Output/rasters/MER/annual_max/mer_wet_observation_count_WY2018_2019.tif,07d3aa79ec8f743a14b6fcb525103aaec080fe130497affbfc49f8b57b13f92e,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0374,,raster,Output/rasters/MER/annual_max/mer_wet_observation_count_WY2019_2020.tif,0286f4f85a3af6552a5ce45e112f6944541cd1eb606cc8b8ac3189508e5e0b4b,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0375,,raster,Output/rasters/MER/annual_max/mer_wet_observation_count_WY2020_2021.tif,194ad0d1e05d0e980e3be12430072f4088c458ac36e18294811dd8dcbf39dde9,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0376,,raster,Output/rasters/MER/annual_max/mer_wet_observation_count_WY2021_2022.tif,50658b5607eb973768281e26a81335ddc07edda5ccb2a615979d60762215fa63,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0377,,raster,Output/rasters/MER/annual_max/mer_wet_observation_count_WY2022_2023.tif,58bc322c35d40146653a56a055cbe4a295a51c29a589424734bc5ecc7dda63d1,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0378,,raster,Output/rasters/MER/annual_max/mer_wet_observation_count_WY2023_2024.tif,154929ac030d9d3ea08bbebfede2052dc1facc4216d169d79fa271351263392c,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0379,,raster,Output/rasters/MER/annual_max/mer_wet_observation_count_WY2024_2025.tif,c17cc5ad00efd00c8f550bd5e54e6425b726bda911e5c844b57c685c9655b792,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0380,,raster,Output/rasters/MER/annual_max/mer_wet_observation_fraction_WY2014_2015.tif,d32a18f6646c6afaf933aaf4feb954bfb0cc4cbedda3677cdbc75b1510e2dcdb,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0381,,raster,Output/rasters/MER/annual_max/mer_wet_observation_fraction_WY2015_2016.tif,ef60699eb9d2208b351fa8480893d232648e22ad7cc6928c731cd443a268771c,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0382,,raster,Output/rasters/MER/annual_max/mer_wet_observation_fraction_WY2016_2017.tif,e29ad1f5748163eb582a27fa934ae4279e2b371e77b41997fd89afe3657c246b,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0383,,raster,Output/rasters/MER/annual_max/mer_wet_observation_fraction_WY2017_2018.tif,8d481c1991bef2cd075e6a296ef7c1a0321af9c150f3d96f01b8f6274599ff43,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0384,,raster,Output/rasters/MER/annual_max/mer_wet_observation_fraction_WY2018_2019.tif,6a3dffa5571f8c58e45872586b5f64e89b0b4d0f149880c3d6f2f5a95e63f01a,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0385,,raster,Output/rasters/MER/annual_max/mer_wet_observation_fraction_WY2019_2020.tif,f5d446b0a10b179c368de8c49e85ecf40add1f4c04fdd7ac16d7e99c2ccc6d90,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0386,,raster,Output/rasters/MER/annual_max/mer_wet_observation_fraction_WY2020_2021.tif,e09b2a10f40cbfb47e5f96f8229114385d060ef0189cbcad1988ae0eec4e3bec,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0387,,raster,Output/rasters/MER/annual_max/mer_wet_observation_fraction_WY2021_2022.tif,79abde289bc08de4b54e0bcdbde775b5cf523652a2aaadebaac6a7f2095b392f,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0388,,raster,Output/rasters/MER/annual_max/mer_wet_observation_fraction_WY2022_2023.tif,6db91a1eb51e194b2c5f5b960d6cd97b2cb3ae38c2ec36015804ca1249baef42,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0389,,raster,Output/rasters/MER/annual_max/mer_wet_observation_fraction_WY2023_2024.tif,c38292f896145c10e84d26e1c47870f2bcf3a310b8bb325586d379020cd9e200,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0390,,raster,Output/rasters/MER/annual_max/mer_wet_observation_fraction_WY2024_2025.tif,b07e83ae95c4911f537c37e491d413002d6be7ddd16d3b95185f5b24a35eec5f,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0391,,raster,Output/rasters/MER/period_summaries/mer_period_summary_support_mask.tif,e53026ce9cf8c212d9e8a7e23358729cc88a37c1248eb741c3ce92fcb000856a,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0392,,raster,Output/rasters/MER/period_summaries/mer_post_annual_max_observed_frequency_pct.tif,26a61238d4764c30f59e40d79c7775a18b846e70803b3707c39829ffdfc4a450,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0393,,raster,Output/rasters/MER/period_summaries/mer_post_minus_pre_annual_max_frequency_pct_points.tif,37145396e80623c1848d759f37a57032bffd3a1739264c5a012905fed0963875,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0394,,raster,Output/rasters/MER/period_summaries/mer_post_valid_year_count.tif,e17930c51ac57551430a2d132b09bd5bf62892bcad1e0a5e5dcca2be36bddc3d,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0395,,raster,Output/rasters/MER/period_summaries/mer_pre_annual_max_observed_frequency_pct.tif,9134700751a2f4fcd740f36a4790b16510754f17b87163c0c37478dea4e42283,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0396,,raster,Output/rasters/MER/period_summaries/mer_pre_valid_year_count.tif,15b8f309f2872a284e3238aa5de438d39047a78336e47dbee2318b9c3e9ae59f,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0397,,raster,Output/rasters/MER/support/mer_observation_count_WY2024_SMOKE_TEST.tif,cb98ce0335a155d2e3ad0546f63e074cc048b0e05113c15d89a5a4858959a7bf,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0398,,raster,Output/rasters/MER/support/mer_observation_count_WY2025_SMOKE_TEST.tif,91b24e74bd6b93761ed281ee5a3291b26bd52a3402d233ff1cb2465816087d21,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0399,,raster,Output/rasters/MER/support/mer_valid_observation_count_WY2024_SMOKE_TEST.tif,9b528305c434dc53d85cd75591d9ab6cb3ae6cbe96b043590ad2e0936f8d8fed,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0400,,raster,Output/rasters/MER/support/mer_valid_observation_count_WY2025_SMOKE_TEST.tif,c3ca9a91fc822e2f4e7bc3ffc59ccac572b825c9b7b589da666866ce456acf7e,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0401,,raster,Output/rasters/fc_intermediate/fc_pv_3577_wy1988_2023.tif,f1ff8b2f923251ab56beb5d0dc17bbcb57212897e43c01bdb1640d3af0d772f9,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0402,,raster,Output/rasters/fc_intermediate/fc_total_veg_3577_wy1988_2023.tif,8c40bc070f54b95b1d88a457a29576c2004084400c7c43c8bab2f003cf56c380,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0403,,raster,Output/rasters/flood_zone_8058.tif,51bc88b583e6a27564f7d0ab9e563c5c98dd99ea99fcd086243274bfec7e0753,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0404,,raster,Output/rasters/inundation_annual_stack/annual_valid_any_1988_2023.tif,aa36d707e7db3f2a50f1f2f08730e986ea8eb78feb322e0e33d7d1285977cc36,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0405,,raster,Output/rasters/inundation_annual_stack/annual_wet_any_1988_2023.tif,4e3f6308cfec79080113580ac1f1bc872e64b704e9bd1b0a3c518b60dc60210e,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0406,,raster,Output/rasters/inundation_annual_stack_8058/annual_valid_any_1988_2023_8058.tif,4745fbd21b95a33451bd0b7a92cec89574fccd1033b713e758a90c761d8e3178,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0407,,raster,Output/rasters/inundation_annual_stack_8058/annual_wet_any_1988_2023_8058.tif,f31d39b00110c2e3d3927fe9fbf79207733a0e399f7248cb3fc1b553f970404e,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0408,,raster,Output/rasters/inundation_pre_post/annual/annual_inundated_any_post_conservation__2020.tif,c3748652e3376c112608f322a0f064e535b6d1e7598601200b9faefafb44841b,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0409,,raster,Output/rasters/inundation_pre_post/annual/annual_inundated_any_post_conservation__2021.tif,dd532696754e1d2fa68e4e85044d28917fd4a3f6cf1b5d87d9b0e1cbdf361ccc,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0410,,raster,Output/rasters/inundation_pre_post/annual/annual_inundated_any_post_conservation__2022.tif,31b12672e16f56e7711d02176d9ee9055105630ff04620b1cb0391a84a3d6863,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0411,,raster,Output/rasters/inundation_pre_post/annual/annual_inundated_any_post_conservation__2023.tif,eaf41688969184ee279ed7d033187fd6c8d64ecdb95908dea186238d538ba7d2,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0412,,raster,Output/rasters/inundation_pre_post/annual/annual_inundated_any_post_conservation__2024.tif,2ec1450eeb7795579f83a54d711163d8845e66a83af6bcd800e4a02c1431219d,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0413,,raster,Output/rasters/inundation_pre_post/annual/annual_inundated_any_post_conservation__2025.tif,e3963aab1b56903ed637dd94045ee676705a49fe2e1bffc4ec9cfa3c297831a4,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0414,,raster,Output/rasters/inundation_pre_post/annual/annual_inundated_any_pre_conservation__2014.tif,a05e684918a1b545ead6e11b52b59f0be06386da3788b712df00e02f0421b329,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0415,,raster,Output/rasters/inundation_pre_post/annual/annual_inundated_any_pre_conservation__2015.tif,aebbb4b4a496daeadf6d830eab554c560c6de50ec26a475a3a5e64dd5d8b5b9c,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0416,,raster,Output/rasters/inundation_pre_post/annual/annual_inundated_any_pre_conservation__2016.tif,6597e489296567a9fa21fc755ef93a7eaf4a9afb4b16eb1230b0cbe4cfd721aa,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0417,,raster,Output/rasters/inundation_pre_post/annual/annual_inundated_any_pre_conservation__2017.tif,927533d33fa6c18d4455c855c8b5d1d9e822b47e2f361c13e95c37d7ef859508,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0418,,raster,Output/rasters/inundation_pre_post/annual/annual_inundated_any_pre_conservation__2018.tif,8d08d344db6d48dff4d9e1ebfd2c2fa591e3723d6ccd6ee796dc592bee9c5083,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0419,,raster,Output/rasters/inundation_pre_post/annual/annual_inundated_any_pre_conservation__2019.tif,dc936658d09b101d6003f7b6006ae86f4217236e53111a9843e2034e3361bbb5,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0420,,raster,Output/rasters/inundation_pre_post/annual/annual_valid_any_post_conservation__2020.tif,34f1452baf543a9ecf74963d52684a3c758b71e6de0b9f056e9c620f189a5f9d,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0421,,raster,Output/rasters/inundation_pre_post/annual/annual_valid_any_post_conservation__2021.tif,34f1452baf543a9ecf74963d52684a3c758b71e6de0b9f056e9c620f189a5f9d,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0422,,raster,Output/rasters/inundation_pre_post/annual/annual_valid_any_post_conservation__2022.tif,34f1452baf543a9ecf74963d52684a3c758b71e6de0b9f056e9c620f189a5f9d,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0423,,raster,Output/rasters/inundation_pre_post/annual/annual_valid_any_post_conservation__2023.tif,34f1452baf543a9ecf74963d52684a3c758b71e6de0b9f056e9c620f189a5f9d,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0424,,raster,Output/rasters/inundation_pre_post/annual/annual_valid_any_post_conservation__2024.tif,34f1452baf543a9ecf74963d52684a3c758b71e6de0b9f056e9c620f189a5f9d,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0425,,raster,Output/rasters/inundation_pre_post/annual/annual_valid_any_post_conservation__2025.tif,34f1452baf543a9ecf74963d52684a3c758b71e6de0b9f056e9c620f189a5f9d,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0426,,raster,Output/rasters/inundation_pre_post/annual/annual_valid_any_pre_conservation__2014.tif,34f1452baf543a9ecf74963d52684a3c758b71e6de0b9f056e9c620f189a5f9d,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0427,,raster,Output/rasters/inundation_pre_post/annual/annual_valid_any_pre_conservation__2015.tif,34f1452baf543a9ecf74963d52684a3c758b71e6de0b9f056e9c620f189a5f9d,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0428,,raster,Output/rasters/inundation_pre_post/annual/annual_valid_any_pre_conservation__2016.tif,34f1452baf543a9ecf74963d52684a3c758b71e6de0b9f056e9c620f189a5f9d,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0429,,raster,Output/rasters/inundation_pre_post/annual/annual_valid_any_pre_conservation__2017.tif,34f1452baf543a9ecf74963d52684a3c758b71e6de0b9f056e9c620f189a5f9d,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0430,,raster,Output/rasters/inundation_pre_post/annual/annual_valid_any_pre_conservation__2018.tif,34f1452baf543a9ecf74963d52684a3c758b71e6de0b9f056e9c620f189a5f9d,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0431,,raster,Output/rasters/inundation_pre_post/annual/annual_valid_any_pre_conservation__2019.tif,34f1452baf543a9ecf74963d52684a3c758b71e6de0b9f056e9c620f189a5f9d,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0432,,raster,Output/rasters/inundation_pre_post/post_conservation_inundation_frequency_pct.tif,c5066896b7174de444d020d91cba058af2174ac480c554b1b5404b57ddc2537a,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0433,,raster,Output/rasters/inundation_pre_post/post_conservation_valid_year_count.tif,72ff888e7c33fbb0b5520b7e333941c10fbe0a769a0db39b2021d676a2a7603f,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0434,,raster,Output/rasters/inundation_pre_post/post_conservation_wet_year_count.tif,6f81b793b943f20b274b702c04d363aaaf3c9b4db9cf779fd69ffa20dcaf9a03,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0435,,raster,Output/rasters/inundation_pre_post/post_minus_pre_inundation_frequency_pct_points.tif,4c5a81d2854b5faddf86b19341b6e68afd92b16b313226e1ae047400e90be25c,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0436,,raster,Output/rasters/inundation_pre_post/pre_conservation_inundation_frequency_pct.tif,9806d5a44eb680defe3b56001482ebdc324ddbed6c59e529201fe12e1caece24,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0437,,raster,Output/rasters/inundation_pre_post/pre_conservation_valid_year_count.tif,57ca548d66965583c06b518df468d9740ba6aae7375684f1b18dcf260d9904e9,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0438,,raster,Output/rasters/inundation_pre_post/pre_conservation_wet_year_count.tif,fe24e5c90b15e99f1e4d815984d916249611dd4141069bc9ce49b181182ad29a,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0439,,raster,Output/rasters/task_J/diff_pp_1994_28355.tif,f6a6542d63aff0cc9804ab39df868679f6bd27169400a1d324b7458b9b0a484c,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0440,,raster,Output/rasters/task_J/diff_pp_1994_8058.tif,c2ca9290de80e4839fe7af685976d3d678e4f1ebf162938f924468cad51f4157,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0441,,raster,Output/rasters/task_J/diff_pp_1999_28355.tif,0c4506fdb8fd57f3ab0dac4dcfc4e62ffaa191590b185d0e20e69f6198682aee,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
